post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"cbbf3e34e8f9a3f5ef2014abae6fb467";s:8:"username";s:15:"1476240677@u591";}, 2016-10-12 10:51:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d5616a462fe792511a97c626b1278355";s:8:"username";s:15:"1476251290@u591";}, 2016-10-12 14:00:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"d5616a462fe792511a97c626b1278355";s:8:"username";s:15:"1476251290@u591";}, 2016-10-12 14:01:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"96cbf991a0f49555db16addcc3984ccd";s:8:"username";s:15:"1476254239@u591";}, 2016-10-12 14:37:27
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"96cbf991a0f49555db16addcc3984ccd";s:8:"username";s:15:"1476254239@u591";}, 2016-10-12 16:19:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"34021a754048b3edceed9cc31b6d9f1c";s:8:"username";s:35:"4F7CA8196E38A899C66076EC2F26BC72@qq";}, 2016-10-12 17:03:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c189878c1b97a812c06fe36f69b3a482";s:8:"username";s:15:"1476263210@u591";}, 2016-10-12 17:07:02
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c189878c1b97a812c06fe36f69b3a482";s:8:"username";s:15:"1476263210@u591";}, 2016-10-12 17:10:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c189878c1b97a812c06fe36f69b3a482";s:8:"username";s:15:"1476263210@u591";}, 2016-10-12 17:10:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c189878c1b97a812c06fe36f69b3a482";s:8:"username";s:15:"1476263210@u591";}, 2016-10-12 17:10:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c189878c1b97a812c06fe36f69b3a482";s:8:"username";s:15:"1476263210@u591";}, 2016-10-12 17:11:18
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"de28bc5ea15290deb113defe05e73435";s:8:"username";s:15:"1476263502@u591";}, 2016-10-12 17:11:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"cd513f1dcf1a060b67d9f16324a53369";s:8:"username";s:15:"1476263536@u591";}, 2016-10-12 17:12:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"05e7cbbdfd56d7f624a2194e82d5e145";s:8:"username";s:15:"1476263727@u591";}, 2016-10-12 17:15:35
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"7ee9b7d1e476c28f651c58a45405084e";s:8:"username";s:15:"1476263886@u591";}, 2016-10-12 17:18:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"2a0326cfd23340f0e85043a77e51368d";s:8:"username";s:15:"1476263929@u591";}, 2016-10-12 17:18:57
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a61fc80539ef24e4fb96bee22bbe7ab7";s:8:"username";s:15:"1476263995@u591";}, 2016-10-12 17:20:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"13f2f34a0f30f1a680af84ad1fd04cab";s:8:"username";s:15:"1476264058@u591";}, 2016-10-12 17:21:06
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"11108504d061343c3e2270de8fdf651f";s:8:"username";s:15:"1476264072@u591";}, 2016-10-12 17:21:21
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:38:40
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:44:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:51:41
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:53:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:54:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"5f9556dc7d61d5ffa5384b4650c02887";s:8:"username";s:15:"1476266030@u591";}, 2016-10-12 17:55:05
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 17:58:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:00:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:08:50
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:11:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:12:51
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"a9e2dd1c93f86abb34b8956cf9e51f88";s:8:"username";s:15:"1476267268@u591";}, 2016-10-12 18:14:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"70506b0b6e0a7c0ca604f46dbea1fb85";s:8:"username";s:15:"1476267404@u591";}, 2016-10-12 18:16:53
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ba939825a27f691b27d0a0335909ffd5";s:8:"username";s:15:"1476267421@u591";}, 2016-10-12 18:17:09
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:24:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:29:24
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"34021a754048b3edceed9cc31b6d9f1c";s:8:"username";s:35:"4F7CA8196E38A899C66076EC2F26BC72@qq";}, 2016-10-12 18:32:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:32:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:35:36
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:37:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:46:19
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:47:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 18:49:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 19:03:32
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"e9e636ef4fbab4575ef5bb127bb99e90";s:8:"username";s:41:"71E18361-F0C8-4504-B890-9E55D210426D@u591";}, 2016-10-12 19:09:01
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-12 21:00:52
