post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"28c21fbd14a139ce86b96940a79dbd6c";s:8:"username";s:15:"1477530493@u591";}, 2016-10-27 09:09:48
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"f863d64e5ecab708eb0ebd09ffeebbcc";s:8:"username";s:15:"1477552719@u591";}, 2016-10-27 15:18:43
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 15:25:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"edf8b6da7969aed4fbebc7589fe33830";s:8:"username";s:15:"1477553340@u591";}, 2016-10-27 15:29:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 15:29:59
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 15:31:46
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 15:33:03
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 16:03:23
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 16:17:26
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 16:27:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 16:48:17
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 16:59:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 17:13:10
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"ddfe1fca43b93560f69840158554877c";s:8:"username";s:15:"1477560071@u591";}, 2016-10-27 17:22:44
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"6e38113a3de0acf6cdeee6c496a92588";s:8:"username";s:15:"1477560207@u591";}, 2016-10-27 17:25:00
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 17:35:42
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 17:35:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"1fa462f5a12370ba6cbc53d219ea0b39";s:8:"username";s:17:"38BC1A86F675@u591";}, 2016-10-27 17:36:04
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 18:03:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 18:47:34
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 19:51:28
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 19:51:37
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 19:52:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-27 20:08:07
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-27 20:08:18
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-27 20:12:54
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-27 20:12:58
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"0eccaf46f91267670f8215b0bcda136b";s:8:"username";s:17:"14488b0693a1@u591";}, 2016-10-27 20:32:12
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"bc3d339aea04ae4517eef736abe8f91a";s:8:"username";s:41:"F6A3F120-776B-43EC-8C9B-111042A0D3AB@u591";}, 2016-10-27 20:37:15
post=a:3:{s:7:"game_id";s:1:"9";s:4:"sign";s:32:"c9ca2391438de6c925877afb8cf5d79e";s:8:"username";s:41:"5DD12CAE-EB0D-4F79-A10F-D9FBC439EB96@u591";}, 2016-10-27 22:02:19
